-12.2899469727678 -5.86313552394649
-11.5402614471182 -7.73508667578245
-9.28390060686134 -10.8693752283787
-10.6321664852094 -13.9832538071062
-8.21041804076433 -10.0053141312401
-8.89219930864693 -6.97645178660296
-9.97475730101184 -11.769477154973
-12.7564299588933 -10.250653208215
-5.67627393436574 -14.0720707877483
-11.9203228048588 -8.3898932397857
-13.4376734820056 -11.6346312766106
-16.9293346511863 -13.1538396977146
-11.4827608863593 -11.5227469266489
-9.30791566158261 -5.69002993715284
-9.15737716897093 -10.896950721628
-4.38399531866606 -6.99526914955104
-14.1173171372491 -5.83424713614199
-7.94913409503649 -14.8719267744905
-6.8577088388994 -6.93929527125446
-6.90103075608348 -5.8252007651332
-6.30882853177716 -12.8833770097316
-12.6732302260654 -9.98567303999777
-9.95227346132446 -12.0837067136109
-10.8141063327919 -10.3354894880875
-13.5069380482412 -8.7038083445551
-12.4688701639011 -10.5405652072452
-14.3246707642667 -3.66617773855959
-6.83127795002139 -17.468009996518
-7.77820744818994 -6.59096787918216
-11.5460240861604 -11.4322215407642
-9.02787586533418 -11.455910060397
-10.1329080071613 -9.84875243037088
-9.37747281038662 -13.7734386793663
-13.2217385022794 -11.7243425334819
-12.0583911365489 -12.8149467951531
-5.22665330350671 -9.76102030404472
-5.59116549399832 -13.2843428911185
-11.4637235932273 -15.2166992725961
-7.79967634912383 -13.546818178476
-17.8452947209564 -10.3240448469138
-8.69634269832084 -7.38287299831991
-13.7185315961572 -12.5472697362493
-14.0654265127631 -11.6670740957616
-9.97172016970133 -7.76431097547767
-12.7274316649586 -8.86185441164806
-10.3485976201024 -8.91299738446327
-11.8134994323882 -6.4145266581505
-11.8653685058142 -12.6068303412041
-7.00860865926124 -8.27922427022977
-8.53742473008908 -12.6899093621675
-13.7928621204938 -6.04355145329745
-9.57999464705463 -7.82097990806119
-11.1431998831203 -10.9001675882091
-11.0149908972441 -6.85335025651122
-14.4379525083528 -8.81908108422726
-9.25094243669523 -12.4811885248629
-4.65560952230157 -9.03584761051717
-14.2456348803631 -13.2926816874883
-11.9221289279376 -7.72127044323868
-11.3233531783963 -7.52590939022178
-10.6838503409523 -7.8313336907878
-9.04452141876637 -9.53881113785513
-9.2883670371342 -11.9907711050781
-8.80260099739488 -13.8448714388755
-4.00594800079683 -10.2076217404119
-8.45822826353459 -10.4639659020033
-4.4573730854734 -15.6577989963401
-6.59438227738892 -12.0900899968341
-10.7893851073356 -11.0195423812117
-7.61107563504996 -11.4988452168477
-11.1610864095747 -13.7591394668504
-9.9448989249478 -8.48216279239896
-10.8580968611554 -5.71347580774766
-6.7401846491971 -15.8992283642705
-8.86589096716768 -10.5400060902697
-5.37063826798742 -8.02046909125001
-7.01900050313014 -9.20085477029719
-5.23054190599038 -14.8669869032009
-11.1334707520312 -11.1805401723299
-8.23586006832588 -10.2645915719126
-5.72506656824705 -18.2203861132869
-9.12850036028107 -9.04421314070235
-9.04861009358641 -9.37161498945625
-15.2583924309576 -9.4170846523824
-1.76118818912459 -8.46378466108273
-8.81217469363754 -4.53489844380165
-13.3934960035039 -8.67283126689878
-8.0974244730052 -8.43598391263198
-8.01862798621217 -6.76439248982708
-6.85964684036072 -14.4854099744906
-10.1194803106188 -14.1679846383345
-14.1026554660659 -12.9534685811756
-6.51792822541252 -12.0901386677481
-9.07796844441701 -10.6626770090198
-13.2129635366564 -6.17511057300145
-9.01719037608449 -8.92123037570722
